member_id,name,national_id,phone,branch_id,employer,join_date,risk_rating
M00925,Faith Cheruiyot,24318941,0729107146,BR012,Retired,2022-12-01,Normal
M00926,James Nyambura,23748774,0720433455,BR004,Self Employed,2022-12-13,Normal
M00927,David Kamau,37229502,0789614758,BR013,Self Employed,2024-12-06,Normal
M00928,Francis Omondi,20344684,0722952493,BR008,Kenya Revenue Authority,2020-11-01,Normal
M00929,Lucy Njoroge,31795512,0713927092,BR002,Teacher - TSC,2026-04-01,Normal
M00930,Joseph Langat,36798503,0792269619,BR003,National Police Service,2022-08-12,Normal
M00931,Anthony Mumo,20469235,0780979534,BR009,National Police Service,2025-11-23,Normal
M00932,Elijah Rotich,20145254,0723245372,BR012,Farmer / Agribusiness,2021-08-25,Normal
M00933,Anthony Njoroge,34752737,0724404851,BR004,County Government,2025-02-26,Normal
M00934,Moses Cheruiyot,33676047,0725145863,BR014,Kenya Revenue Authority,2023-06-25,Normal
M00935,Samuel Onyango,32121553,0748691113,BR006,Safaricom,2020-11-20,Normal
M00936,David Maina,20790736,0771330222,BR012,Kenya Ports Authority,2019-12-16,Normal
M00937,Dennis Wafula,34360010,0735338291,BR012,Private Security Firm,2022-12-31,Normal
M00938,Geoffrey Onyango,23528982,0763199848,BR002,KPLC,2024-11-01,Normal
M00939,Brian Chebet,39815812,0723652916,BR009,Retired,2020-06-15,Normal
M00940,Daniel Barasa,26719727,0789854290,BR015,Private Security Firm,2021-05-24,Normal
M00941,Mercy Onyango,29345524,0788103795,BR007,Kenya Ports Authority,2020-11-16,Normal
M00942,Michael Maina,36258224,0778640894,BR005,Boda Boda Operator,2023-12-28,Normal
M00943,Charles Onyango,27745094,0794338531,BR003,County Government,2024-08-07,Normal
M00944,Winnie Omondi,20897543,0734037816,BR001,Small Business Owner,2020-08-13,Normal
M00945,Michael Odhiambo,22567493,0798728736,BR010,Kenya Revenue Authority,2023-03-03,Normal
M00946,Geoffrey Onyango,36450072,0777752405,BR009,Boda Boda Operator,2025-01-08,Normal
M00947,Emily Kamau,34442042,0725989909,BR009,Small Business Owner,2023-05-10,Normal
M00948,Peter Kamau,25934744,0784714519,BR008,Ministry of Health,2023-01-11,Normal
M00949,Samuel Wafula,33055374,0775425092,BR014,Kenya Revenue Authority,2022-11-25,Normal
M00950,Everlyne Rotich,39200189,0773057955,BR002,KPLC,2025-11-18,Normal
M00951,Stephen Onyango,39832183,0760707149,BR009,Kenya Ports Authority,2021-04-03,Normal
M00952,John Muthoni,21513924,0727206452,BR011,Private Security Firm,2023-06-16,Normal
M00953,Robert Kariuki,31450668,0761079694,BR006,Teacher - TSC,2023-05-31,Normal
M00954,Peter Omondi,28194961,0743234179,BR007,National Police Service,2023-05-16,Normal
M00955,Isaac Otieno,30231164,0725364077,BR011,Matatu SACCO Crew,2023-01-01,Normal
M00956,Erick Omondi,34175842,0786242300,BR003,Safaricom,2019-09-21,Normal
M00957,Charles Muthoni,20746131,0752481834,BR015,Small Business Owner,2024-03-23,Normal
M00958,Irene Onyango,23357345,0737636546,BR010,Matatu SACCO Crew,2023-11-17,Normal
M00959,Francis Kilonzo,34629434,0737079584,BR008,KPLC,2025-02-20,Normal
M00960,Stephen Kamau,29976412,0786976644,BR011,Small Business Owner,2020-05-06,Normal
M00961,Jane Chebet,39400946,0722714930,BR013,Kenya Ports Authority,2022-01-13,Normal
M00962,Purity Onyango,34331295,0738150713,BR006,Matatu SACCO Crew,2022-07-26,Normal
M00963,Purity Ndungu,30063276,0768104261,BR013,Ministry of Health,2020-05-12,Normal
M00964,Stephen Waweru,37292921,0770831313,BR009,Ministry of Health,2023-01-06,Normal
M00965,Judith Chebet,37321606,0735036832,BR013,Kenya Ports Authority,2025-08-22,Normal
M00966,Julius Rotich,34553378,0785982862,BR008,Retired,2021-11-21,Normal
M00967,Erick Wanjiru,28065611,0730196097,BR011,Retired,2020-03-04,Normal
M00968,Felix Gitau,22161829,0795084307,BR011,National Police Service,2022-11-13,Normal
M00969,Judith Njoroge,28604921,0790696029,BR014,National Police Service,2024-02-16,Normal
M00970,John Cheruiyot,30420012,0772298460,BR007,KPLC,2022-03-05,Normal
M00971,Grace Kiptoo,25347183,0746602780,BR009,County Government,2024-05-23,Normal
M00972,Alice Kariuki,21417083,0775208604,BR001,Kenya Revenue Authority,2022-05-26,Normal
M00973,Francis Langat,22133447,0764627534,BR001,Farmer / Agribusiness,2020-02-14,Normal
M00974,Mercy Gitau,24716416,0741680907,BR006,Teacher - TSC,2020-07-06,Normal
M00975,Damaris Muthoni,37624805,0743797105,BR010,KPLC,2025-02-10,Normal
M00976,Emily Ndungu,30516305,0754196006,BR015,Private Security Firm,2020-07-06,Normal
M00977,Lucy Wanjiru,23584083,0733508806,BR010,National Police Service,2023-11-16,Normal
M00978,Anthony Kamau,36453703,0781601127,BR005,Matatu SACCO Crew,2024-06-06,Normal
M00979,Winnie Omondi,28266023,0747276794,BR012,Farmer / Agribusiness,2020-10-07,Normal
M00980,Kevin Gitau,30340516,0712828532,BR013,Ministry of Health,2021-02-15,Normal
M00981,Everlyne Ndungu,21834499,0742168745,BR015,Boda Boda Operator,2026-04-18,Normal
M00982,Diana Kilonzo,24095444,0781794497,BR009,Private Security Firm,2023-10-25,Normal
M00983,Brian Adhiambo,28574287,0750384524,BR004,Teacher - TSC,2024-06-18,Normal
M00984,Robert Njoroge,34725223,0794738725,BR015,Matatu SACCO Crew,2022-02-21,Normal
M00985,James Gitau,36498441,0773228801,BR015,Retired,2024-01-22,Normal
M00986,Damaris Odhiambo,25380229,0745026810,BR007,Safaricom,2023-03-26,Normal
M00987,Damaris Rotich,30964526,0770835762,BR002,Retired,2023-06-13,Normal
M00988,Judith Achieng,24566497,0710412827,BR001,Small Business Owner,2020-02-01,Normal
M00989,Faith Njoroge,28375305,0779305456,BR004,Retired,2022-12-05,Normal
M00990,Irene Barasa,35149487,0774205127,BR013,Private Security Firm,2020-12-16,Normal
M00991,Anthony Gitau,30991775,0747822197,BR012,National Police Service,2020-12-30,Normal
M00992,Robert Maina,39139131,0740130153,BR002,Self Employed,2024-02-24,Normal
M00993,Esther Adhiambo,22985558,0772065617,BR001,National Police Service,2025-10-06,Normal
M00994,Dennis Waweru,28729446,0730032157,BR005,Teacher - TSC,2021-05-24,Normal
M00995,Isaac Koech,34601504,0770895638,BR006,Private Security Firm,2021-05-29,Normal
M00996,Daniel Kiptoo,28932285,0748649601,BR011,Retired,2025-01-16,Normal
M00997,Daniel Waweru,27233214,0747979220,BR008,Retired,2023-10-14,Normal
M00998,Kennedy Wanjiru,20965465,0748949039,BR011,Boda Boda Operator,2021-08-16,Normal
M00999,Geoffrey Kariuki,35373436,0721507650,BR004,Self Employed,2024-07-23,Normal
M01000,Rose Omondi,27120843,0761471888,BR008,Retired,2020-12-29,Normal
M01001,Vincent Kamau,21748609,0754676053,BR007,Farmer / Agribusiness,2026-03-14,Normal
M01002,Everlyne Ndungu,21527125,0710719539,BR004,Boda Boda Operator,2024-10-12,Normal
M01003,Everlyne Kilonzo,24437179,0785102924,BR009,Self Employed,2023-10-10,Normal
M01004,Charles Adhiambo,31380882,0772825287,BR010,County Government,2021-07-06,Normal
M01005,Stephen Odhiambo,30511583,0715927344,BR002,County Government,2023-01-22,Normal
M01006,Margaret Wamalwa,28832076,0792266282,BR008,Private Security Firm,2022-08-26,Normal
M01007,Robert Njoroge,30587863,0775937784,BR013,Kenya Revenue Authority,2022-06-17,Normal
M01008,Sarah Kamau,26339101,0729947547,BR003,Self Employed,2025-09-25,Normal
M01009,Joseph Chebet,35674377,0768576625,BR004,Teacher - TSC,2021-07-22,Normal
M01010,Isaac Rotich,36280594,0771439467,BR015,KPLC,2025-01-19,Normal
M01011,Daniel Langat,29533366,0734247098,BR002,Private Security Firm,2021-02-28,Normal
M01012,Everlyne Muthoni,27126832,0788322404,BR003,Self Employed,2025-03-16,Normal
M01013,James Cheruiyot,36713824,0722657432,BR009,Farmer / Agribusiness,2025-11-25,Normal
M01014,Everlyne Odhiambo,33226143,0760138147,BR006,Kenya Ports Authority,2019-10-17,Normal
M01015,James Achieng,36101265,0770942299,BR015,Ministry of Health,2020-09-09,Normal
M01016,Peter Kariuki,35203580,0753609415,BR005,Retired,2026-03-01,Normal
M01017,Peter Ndungu,29494361,0753375256,BR012,Kenya Revenue Authority,2025-11-19,Normal
M01018,Rose Otieno,33383470,0744247519,BR001,County Government,2020-04-17,Normal
M01019,Daniel Njoroge,33035994,0764008708,BR004,Boda Boda Operator,2023-12-22,Normal
M01020,Kennedy Nyambura,30405273,0791002225,BR011,County Government,2021-03-25,Normal
M01021,Winnie Achieng,33022123,0773946652,BR006,Boda Boda Operator,2020-07-30,Normal
M01022,Dennis Ndungu,32355950,0792391939,BR010,County Government,2026-03-26,Normal
M01023,Patrick Achieng,27523917,0796920825,BR007,Ministry of Health,2024-04-11,Normal
M01024,Judith Koech,22817569,0749017499,BR012,KPLC,2021-03-29,Normal
M01025,Samuel Omondi,30080041,0743373708,BR007,Safaricom,2020-05-22,Normal
M01026,James Adhiambo,21513133,0778909330,BR007,Teacher - TSC,2022-10-25,Normal
M01027,Geoffrey Wekesa,39074963,0744008132,BR009,Matatu SACCO Crew,2024-04-07,Normal
M01028,Mary Odhiambo,35531640,0734099087,BR005,Kenya Revenue Authority,2026-01-25,Normal
M01029,Robert Chebet,29987393,0752137166,BR003,Kenya Ports Authority,2023-11-28,Normal
M01030,Catherine Barasa,26281112,0738329117,BR012,County Government,2024-08-08,Normal
M01031,Faith Nyambura,37930683,0712404540,BR002,Self Employed,2026-04-11,Normal
M01032,Charles Achieng,33592618,0798277293,BR007,Retired,2020-10-22,Normal
M01033,Nancy Kilonzo,33253907,0750621889,BR010,Teacher - TSC,2024-12-16,Normal
M01034,Duncan Mwangi,26315652,0713599088,BR003,National Police Service,2021-01-06,Normal
M01035,Duncan Kariuki,38071831,0735624104,BR008,Teacher - TSC,2021-02-16,Normal
M01036,John Odhiambo,25573575,0730457766,BR005,Retired,2024-09-12,Normal
M01037,Felix Achieng,39636935,0742565200,BR012,National Police Service,2024-06-29,Normal
M01038,John Odhiambo,34488399,0765792417,BR005,Private Security Firm,2025-11-20,Normal
M01039,Margaret Kamau,36357668,0763644191,BR008,KPLC,2025-12-28,Normal
M01040,Consolata Gitau,36371257,0741125867,BR009,Retired,2026-02-16,Normal
M01041,Patrick Rotich,22131061,0745950066,BR001,Farmer / Agribusiness,2025-06-04,Normal
M01042,Michael Kariuki,31635472,0770173215,BR011,Retired,2024-03-06,Normal
M01043,Daniel Onyango,31537603,0768802221,BR007,National Police Service,2019-09-26,Normal
M01044,Agnes Adhiambo,35719153,0727603804,BR009,Farmer / Agribusiness,2021-12-18,Normal
M01045,Everlyne Kariuki,32088170,0773394367,BR005,Kenya Revenue Authority,2023-11-17,Normal
M01046,Isaac Wekesa,22892120,0799530801,BR014,KPLC,2021-04-26,Normal
M01047,Charles Odhiambo,33958118,0776266658,BR003,Boda Boda Operator,2021-06-11,Normal
M01048,John Kilonzo,28751264,0757921617,BR004,Ministry of Health,2021-11-06,Normal
M01049,James Barasa,34449225,0725296699,BR003,Kenya Ports Authority,2021-06-17,Normal
M01050,Stephen Barasa,31919909,0716264794,BR004,Kenya Revenue Authority,2020-11-08,Normal
M01051,Lilian Chebet,37293532,0791106361,BR015,Ministry of Health,2025-09-30,Normal
M01052,Damaris Mumo,23722221,0724212564,BR002,Kenya Revenue Authority,2020-01-25,Normal
M01053,Grace Koech,23537009,0732420574,BR010,Ministry of Health,2026-05-04,Normal
M01054,Francis Chebet,34814882,0777900294,BR002,KPLC,2021-10-21,Normal
M01055,Agnes Gitau,24622876,0726506561,BR012,Private Security Firm,2020-08-12,Normal
M01056,Mary Cheruiyot,35893504,0755811204,BR004,Boda Boda Operator,2024-06-04,Normal
M01057,Isaac Mumo,33925378,0758404738,BR009,Ministry of Health,2021-06-03,Normal
M01058,Purity Nyambura,27656517,0728521285,BR011,Kenya Revenue Authority,2022-04-03,Normal
M01059,Lilian Koech,32139133,0713994712,BR007,KPLC,2024-02-20,Normal
M01060,Jane Barasa,30563088,0763908666,BR003,Kenya Revenue Authority,2019-08-12,Normal
M01061,Peter Omondi,25065111,0787115770,BR003,Self Employed,2024-05-14,Normal
M01062,Robert Omondi,38576083,0745672884,BR011,Retired,2025-05-01,Normal
M01063,Stephen Wamalwa,37709751,0791926643,BR012,Farmer / Agribusiness,2023-01-07,Normal
M01064,Consolata Rotich,34835884,0756338752,BR003,Farmer / Agribusiness,2024-01-12,Normal
M01065,Jane Kamau,38033275,0754894880,BR013,Small Business Owner,2024-01-14,Normal
M01066,Margaret Kiptoo,23114507,0778675400,BR012,Safaricom,2020-11-30,Normal
M01067,Alice Mwangi,20935874,0782468532,BR005,Kenya Ports Authority,2025-05-07,Normal
M01068,Purity Odhiambo,22011445,0760060376,BR005,Boda Boda Operator,2022-03-17,Normal
M01069,Elijah Kariuki,24185908,0770228445,BR011,Boda Boda Operator,2025-03-11,Normal
M01070,Paul Ndungu,39515050,0785913174,BR010,Retired,2019-07-24,Normal
M01071,Francis Wafula,39218828,0728786655,BR015,Retired,2025-06-25,Normal
M01072,Moses Muthoni,26461082,0758488507,BR007,KPLC,2025-04-30,Normal
M01073,Jane Otieno,22086873,0767027331,BR002,Farmer / Agribusiness,2021-02-22,Normal
M01074,Kevin Omondi,37658207,0764056687,BR003,Kenya Ports Authority,2024-11-03,Normal
M01075,Susan Onyango,34207691,0769066531,BR009,Retired,2025-04-27,Normal
M01076,Ann Koech,24265572,0775063976,BR015,Retired,2024-12-28,Normal
M01077,Faith Chebet,27135099,0771127098,BR008,KPLC,2020-12-13,Normal
M01078,David Waweru,33711007,0724809069,BR001,Teacher - TSC,2021-04-05,Normal
M01079,Samuel Odhiambo,32464376,0750926285,BR006,Matatu SACCO Crew,2025-11-29,Normal
M01080,Samuel Wanjiru,39784506,0766607262,BR005,Self Employed,2022-10-19,Normal
M01081,Duncan Wekesa,36401193,0710279945,BR015,Teacher - TSC,2022-12-03,Normal
M01082,Beatrice Onyango,39228672,0751567482,BR009,Kenya Ports Authority,2023-05-31,Normal
M01083,Martin Gitau,24456350,0728592146,BR008,Safaricom,2023-04-16,Normal
M01084,Ann Langat,30912447,0721987653,BR011,Kenya Revenue Authority,2024-09-01,Normal
M01085,Brian Barasa,38152761,0716149817,BR010,Ministry of Health,2024-02-04,Normal
M01086,Lilian Njoroge,20832287,0786771841,BR015,Ministry of Health,2024-06-20,Normal
M01087,Judith Rotich,22857228,0735827078,BR013,Kenya Ports Authority,2022-12-19,Normal
M01088,Purity Kiptoo,35966396,0777463037,BR009,Farmer / Agribusiness,2025-12-20,Normal
M01089,Alice Mwangi,29226211,0737622679,BR001,National Police Service,2020-11-06,Normal
M01090,Vincent Waweru,30751885,0763928396,BR014,Kenya Ports Authority,2025-12-31,Normal
M01091,Joseph Nyambura,20807216,0780853774,BR001,Matatu SACCO Crew,2025-01-05,Normal
M01092,David Rotich,25642378,0748299260,BR007,County Government,2022-05-21,Normal
M01093,Dennis Omondi,25677109,0717907267,BR003,Kenya Ports Authority,2022-05-14,Normal
M01094,Margaret Maina,23313306,0752955238,BR006,County Government,2021-07-15,Normal
M01095,Duncan Wamalwa,24058954,0716962963,BR007,National Police Service,2023-02-19,Normal
M01096,Moses Mumo,36925568,0761680358,BR004,Teacher - TSC,2026-03-13,Normal
M01097,Dennis Otieno,36246100,0713879756,BR005,Small Business Owner,2020-03-07,Normal
M01098,Anthony Omondi,23406090,0743059986,BR011,Kenya Revenue Authority,2022-02-14,Normal
M01099,Sarah Otieno,36791724,0737307523,BR009,Kenya Revenue Authority,2020-11-28,Normal
M01100,Irene Cheruiyot,38036702,0766875091,BR003,Farmer / Agribusiness,2023-09-09,Normal
M01101,Erick Gitau,29705601,0797652074,BR009,County Government,2024-07-26,Normal
M01102,Stephen Gitau,32755835,0757166514,BR001,Private Security Firm,2020-03-05,Normal
M01103,Margaret Kamau,25416232,0781684250,BR011,Kenya Ports Authority,2021-11-20,Normal
M01104,David Gitau,24685885,0784689357,BR002,Boda Boda Operator,2022-11-15,Normal
M01105,Irene Barasa,31496931,0795251058,BR015,Boda Boda Operator,2024-05-06,Normal
M01106,Patrick Barasa,27067365,0771713222,BR013,Kenya Ports Authority,2024-07-30,Normal
M01107,Mary Waweru,35989658,0710574350,BR006,Farmer / Agribusiness,2019-09-06,Normal
M01108,Diana Chebet,36407335,0762719526,BR001,Safaricom,2021-06-12,Normal
M01109,Duncan Gitau,34937653,0726564560,BR002,Matatu SACCO Crew,2020-05-15,Normal
M01110,Joseph Gitau,20282910,0726745522,BR014,KPLC,2023-09-21,Normal
M01111,Martin Mwangi,29433307,0758025924,BR006,National Police Service,2021-08-31,Normal
M01112,Isaac Cheruiyot,27860392,0776277877,BR002,Matatu SACCO Crew,2026-05-19,Normal
M01113,Diana Waweru,27015772,0710957697,BR001,National Police Service,2022-08-25,Normal
M01114,Susan Koech,36576269,0732881048,BR014,Safaricom,2023-12-11,Normal
M01115,Jane Muthoni,24303234,0718730772,BR004,County Government,2025-11-05,Normal
M01116,Mercy Ndungu,29204919,0735749878,BR005,Private Security Firm,2025-11-22,Normal
M01117,Everlyne Rotich,35231233,0710262390,BR011,Small Business Owner,2019-10-05,Normal
M01118,Dennis Mutua,24084168,0779564413,BR011,KPLC,2020-01-31,Normal
M01119,Consolata Wekesa,27534587,0716303488,BR008,Boda Boda Operator,2023-07-22,Normal
M01120,John Maina,26529965,0754923454,BR015,Teacher - TSC,2024-03-18,Normal
M01121,Esther Chebet,34221047,0719991216,BR015,Farmer / Agribusiness,2025-11-30,Normal
M01122,James Kariuki,23245589,0713741017,BR004,KPLC,2021-09-16,Normal
M01123,Rebecca Barasa,28402347,0743172390,BR007,Teacher - TSC,2019-10-09,Normal
M01124,Damaris Barasa,37437400,0741775196,BR008,Teacher - TSC,2022-03-05,Normal
M01125,David Kariuki,34980583,0787703269,BR013,Teacher - TSC,2026-03-25,Normal
M01126,Robert Langat,22181984,0727117564,BR002,Self Employed,2020-03-07,Normal
M01127,Julius Nyambura,22207554,0723667066,BR015,Ministry of Health,2024-06-16,Normal
M01128,Brian Maina,23215529,0792852868,BR001,Kenya Revenue Authority,2025-10-09,Normal
M01129,Nancy Mwangi,35213956,0761528873,BR007,KPLC,2022-02-11,Normal
M01130,Agnes Kariuki,20871478,0770945151,BR013,Safaricom,2024-04-20,Normal
M01131,John Waweru,22266416,0789575878,BR006,Kenya Revenue Authority,2026-02-03,Normal
M01132,Moses Mutua,31924950,0766506603,BR014,KPLC,2021-09-03,Normal
M01133,Kennedy Kamau,22029747,0727137020,BR012,Boda Boda Operator,2024-06-27,Normal
M01134,Emily Kilonzo,30441744,0788338313,BR010,Farmer / Agribusiness,2024-05-22,Normal
M01135,Michael Barasa,29766485,0759503523,BR009,Self Employed,2021-02-18,Normal
M01136,Grace Cheruiyot,37015716,0785088096,BR009,Private Security Firm,2026-01-29,Normal
M01137,Daniel Kariuki,26753206,0719180999,BR001,Matatu SACCO Crew,2024-03-26,Normal
M01138,Agnes Langat,39408244,0785980240,BR004,Matatu SACCO Crew,2024-11-01,Normal
M01139,David Achieng,21415733,0776562688,BR010,National Police Service,2022-11-11,Normal
M01140,Paul Achieng,27151741,0742080592,BR015,KPLC,2019-07-18,Normal
M01141,Joseph Gitau,20225666,0758696493,BR012,Self Employed,2023-03-21,Normal
M01142,Ann Wafula,34777644,0736092388,BR002,Ministry of Health,2023-07-07,Normal
M01143,Lucy Kiptoo,29532843,0733373562,BR010,National Police Service,2023-07-16,Normal
M01144,Vincent Cheruiyot,25990856,0736305005,BR015,Self Employed,2022-06-10,Normal
M01145,Geoffrey Wanjiru,32714537,0797895055,BR003,Kenya Revenue Authority,2022-06-09,Normal
M01146,Margaret Achieng,28058094,0759612328,BR015,Kenya Revenue Authority,2020-09-29,Normal
M01147,Nancy Wamalwa,34553163,0718774822,BR006,Teacher - TSC,2021-06-03,Normal
M01148,Brian Chebet,32557924,0752674742,BR003,Kenya Ports Authority,2020-12-19,Normal
M01149,Susan Kiptoo,37967336,0749484539,BR007,Kenya Revenue Authority,2022-03-30,Normal
M01150,Kennedy Mutua,24243244,0778218774,BR003,Kenya Ports Authority,2023-03-06,Normal
M01151,Irene Onyango,22176778,0732472549,BR015,Safaricom,2024-12-25,Normal
M01152,Erick Njoroge,30798592,0760181152,BR007,Safaricom,2025-03-18,Normal
M01153,Anthony Maina,39595205,0797206259,BR012,Self Employed,2024-12-02,Normal
M01154,Paul Maina,27334788,0751070495,BR004,Small Business Owner,2021-12-18,Normal
M01155,Duncan Kilonzo,28540584,0783893835,BR015,Teacher - TSC,2023-09-24,Normal
M01156,Kevin Cheruiyot,39594520,0715522109,BR003,KPLC,2020-06-11,Normal
M01157,Dennis Nyambura,32331654,0776779099,BR009,Matatu SACCO Crew,2023-04-10,Normal
M01158,Paul Mutua,22546393,0758196637,BR005,Farmer / Agribusiness,2023-10-16,Normal
M01159,Judith Otieno,29275282,0740566959,BR002,Teacher - TSC,2022-10-21,Normal
M01160,Daniel Barasa,26598355,0754190018,BR002,Boda Boda Operator,2020-04-20,Normal
M01161,Ann Langat,38224272,0745049006,BR005,Self Employed,2022-07-31,Normal
M01162,Irene Maina,33614995,0787840078,BR013,Kenya Revenue Authority,2022-11-10,Normal
M01163,Emily Wanjiru,33338064,0740545068,BR011,National Police Service,2019-08-20,Normal
M01164,Anthony Ndungu,38542690,0772912993,BR012,Retired,2021-11-08,Normal
M01165,Agnes Langat,26303084,0767551618,BR014,Kenya Revenue Authority,2024-09-03,Normal
M01166,Felix Rotich,21010125,0760291405,BR012,County Government,2024-03-08,Normal
M01167,Mary Onyango,31900496,0755610169,BR010,National Police Service,2020-12-09,Normal
M01168,Diana Rotich,30054156,0753765651,BR007,Kenya Ports Authority,2024-04-10,Normal
M01169,Ann Barasa,39065322,0794535600,BR001,Kenya Revenue Authority,2025-11-12,Normal
M01170,Rose Kiptoo,33107574,0718550910,BR010,Safaricom,2026-04-26,Normal
M01171,Anthony Achieng,30222205,0722514663,BR007,County Government,2021-08-12,Normal
M01172,Isaac Waweru,36395142,0713602203,BR002,County Government,2025-09-13,Normal
M01173,Paul Wafula,37595799,0719392480,BR004,KPLC,2020-04-12,Normal
M01174,Patrick Langat,33786215,0762493261,BR001,County Government,2023-08-20,Normal
M01175,Martin Otieno,33052435,0737713235,BR002,County Government,2020-12-12,Normal
M01176,Isaac Omondi,35930974,0731311258,BR014,Kenya Ports Authority,2021-10-22,Normal
M01177,Isaac Omondi,35400022,0746969062,BR010,National Police Service,2022-12-25,Normal
M01178,Brian Waweru,28282580,0780579265,BR001,Matatu SACCO Crew,2021-02-06,Normal
M01179,Anthony Kamau,23056898,0748642865,BR015,Ministry of Health,2025-11-19,Normal
M01180,Diana Ndungu,29980723,0762491260,BR015,Kenya Ports Authority,2024-08-14,Normal
M01181,Robert Waweru,34498085,0771448654,BR014,Small Business Owner,2021-06-19,Normal
M01182,Isaac Kamau,28042838,0731197304,BR015,Boda Boda Operator,2021-07-23,Normal
M01183,Jane Chebet,27289863,0776234781,BR015,Small Business Owner,2025-07-13,Normal
M01184,Jane Mumo,23530750,0777698729,BR013,Kenya Revenue Authority,2025-09-13,Normal
M01185,Stephen Kiptoo,36980709,0715990830,BR013,KPLC,2023-02-27,Normal
M01186,Mercy Achieng,32789458,0756124957,BR001,Retired,2020-04-27,Normal
M01187,Stephen Odhiambo,24579528,0753904009,BR007,Ministry of Health,2021-09-06,Normal
M01188,James Rotich,28130024,0768750274,BR012,County Government,2024-09-15,Normal
M01189,John Waweru,23372727,0733788294,BR008,Boda Boda Operator,2022-08-19,Normal
M01190,Geoffrey Mumo,20376165,0746675298,BR002,County Government,2025-06-30,Normal
M01191,Peter Wamalwa,37860984,0739013376,BR008,KPLC,2023-07-08,Normal
M01192,Judith Omondi,23449170,0762427912,BR012,Retired,2020-01-14,Normal
M01193,Grace Mumo,32663292,0737076822,BR005,Farmer / Agribusiness,2024-06-24,Normal
M01194,John Nyambura,20937650,0711954205,BR004,Matatu SACCO Crew,2023-09-14,Normal
M01195,Robert Odhiambo,25633214,0732420703,BR014,Self Employed,2021-08-28,Normal
M01196,Agnes Rotich,26360159,0793842238,BR007,National Police Service,2025-04-01,Normal
M01197,Faith Cheruiyot,27173266,0724211686,BR015,Matatu SACCO Crew,2025-07-29,Normal
M01198,Patrick Mwangi,33058937,0738557229,BR006,KPLC,2021-06-13,Normal
M01199,Judith Waweru,32380913,0715897385,BR004,Teacher - TSC,2020-03-29,Normal
M01200,Michael Onyango,23416297,0781965066,BR015,Kenya Revenue Authority,2021-12-14,Normal
M01201,David Waweru,30883523,0794674464,BR015,Retired,2025-11-19,Normal
M01202,Elijah Wamalwa,30669201,0799438746,BR007,KPLC,2020-12-28,Normal
M01203,Susan Achieng,32830255,0778588767,BR002,Ministry of Health,2023-04-05,Normal
M01204,Mary Cheruiyot,20711802,0792724918,BR012,Kenya Revenue Authority,2022-02-09,Normal
M01205,Dennis Mumo,28172038,0793183615,BR015,Teacher - TSC,2020-11-22,Normal
M01206,Daniel Wanjiru,32608008,0737432134,BR001,Ministry of Health,2021-01-16,Normal
M01207,Sarah Wekesa,31029001,0728021013,BR001,Boda Boda Operator,2022-03-04,Normal
M01208,Beatrice Kariuki,29678947,0713180065,BR006,National Police Service,2019-12-12,Normal
M01209,Vincent Kamau,28332842,0739855935,BR014,Kenya Ports Authority,2023-03-20,Normal
M01210,Erick Kariuki,20202758,0718672730,BR014,Private Security Firm,2023-10-12,Normal
M01211,Samuel Kiptoo,24213128,0722315737,BR008,County Government,2020-04-14,Normal
M01212,James Nyambura,35672411,0751803852,BR010,County Government,2025-08-28,Normal
M01213,Michael Cheruiyot,30170372,0748299416,BR012,Kenya Ports Authority,2021-09-19,Normal
M01214,Winnie Otieno,32065567,0763451468,BR008,Small Business Owner,2021-10-04,Normal
M01215,Michael Wekesa,34543513,0730921653,BR003,Private Security Firm,2024-10-12,Normal
M01216,Beatrice Langat,22792831,0750296396,BR013,Kenya Ports Authority,2024-11-27,Normal
M01217,Catherine Maina,35557553,0751050127,BR009,KPLC,2021-03-19,Normal
M01218,Jane Barasa,24585426,0772982807,BR005,National Police Service,2023-09-16,Normal
M01219,Moses Wekesa,32558008,0775961801,BR003,Small Business Owner,2021-08-17,Normal
M01220,Joyce Maina,36426609,0751313669,BR015,Ministry of Health,2024-03-01,Normal
M01221,Rebecca Odhiambo,32912618,0785914700,BR010,County Government,2020-04-19,Normal
M01222,Emily Wekesa,31696359,0778398476,BR004,Retired,2024-05-24,Normal
M01223,Rebecca Nyambura,28280959,0742528051,BR008,KPLC,2023-08-19,Normal
M01224,Mary Chebet,24962173,0745075212,BR001,Kenya Ports Authority,2023-07-22,Normal
M01225,Anthony Omondi,25416605,0711655896,BR008,Teacher - TSC,2021-02-25,Normal
M01226,Rose Maina,39668280,0720784168,BR013,Safaricom,2020-07-15,Normal
M01227,Dennis Mutua,30140805,0777195678,BR015,Safaricom,2021-08-14,Normal
M01228,Dennis Mumo,22982097,0724666517,BR011,Ministry of Health,2023-10-17,Normal
M01229,Daniel Adhiambo,33353664,0751352528,BR010,Self Employed,2023-05-13,Normal
M01230,Elijah Chebet,34020370,0780459205,BR003,Small Business Owner,2025-01-06,Normal
M01231,Kevin Njoroge,24507436,0736577865,BR011,KPLC,2022-09-26,Normal
M01232,Duncan Kiptoo,26228979,0736969824,BR003,Self Employed,2025-02-19,Normal
M01233,Robert Langat,33716796,0769153839,BR012,Ministry of Health,2021-07-20,Normal
M01234,Francis Otieno,32674466,0726734478,BR015,Boda Boda Operator,2020-09-22,Normal
